feature,rf_importance,importance
psd_gamma_low,0.0630596020871013,100.0
mean,0.049786436797817524,78.95139701175061
psd_gamma_high,0.046409131858673854,73.59566239344656
energy_ratio,0.04260141092055511,67.55737351737766
skewness,0.037016363406786934,58.70059781801025
perm_entropy,0.03242770934880972,51.4239041724666
dyn_conn_variance,0.030619034588442083,48.55570535657588
spectral_entropy,0.03054590572518511,48.43973750895774
zcr,0.03033669090915196,48.10796437828659
lempel_ziv,0.029646367269362865,47.01324824158216
higuchi_fd,0.029508682850042003,46.794908108178404
median,0.028838860747669778,45.73270333649742
ratio_theta_alpha,0.028824974313188114,45.7106822104166
psd_beta,0.027137986790755454,43.03545517662958
ratio_beta_alpha,0.02699381783464468,42.806831856248266
wavelet_complexity,0.026657871381923028,42.274087529289744
signal_coherence,0.026100734618070536,41.39057931576987
ptp,0.025809028069444705,40.92799068696293
hjorth_mobility,0.02517576584401495,39.92376261626395
phase_locking_value,0.024884719115905337,39.46222033170021
rel_alpha,0.02400554808635338,38.06802975571528
microstate_var,0.023683014429828647,37.55655545862214
dfa,0.022922181697239308,36.35002590973848
psd_delta,0.022552947148744524,35.7644932766832
ind_alpha_power,0.022304596244632276,35.370658086018324
psd_theta,0.021692746601993815,34.400386117296826
energy,0.021192983099403494,33.6078604970114
kurtosis,0.02022008639590432,32.065039623902564
hjorth_complexity,0.019307429152484436,30.617746565885366
alpha_peak_freq,0.01872075976921347,29.68740548561558
std,0.018211078741655996,28.87915264118203
total_power,0.01798754883922297,28.524678627653888
hjorth_activity,0.017663940055844367,28.011499392980607
variance,0.017427244176693207,27.63614675624144
psd_alpha,0.016829869776434074,26.688829645939972
sample_entropy,0.016740853500457738,26.547667518317628
spectral_edge,0.016156077806348774,25.620329452813756
