feature,mutual_info,importance
psd_gamma_low,0.6028001547119142,100.0
mean,0.44026777688353524,73.03710416165119
perm_entropy,0.39475752668112785,65.48729684214953
spectral_entropy,0.36703359470594643,60.88810559137239
zcr,0.36183706103301505,60.02603984166885
skewness,0.35906262845467607,59.565782398691766
higuchi_fd,0.3545161518763482,58.811556218955516
dfa,0.33145297705188703,54.98554943309406
hjorth_mobility,0.32435783599634727,53.8085190358589
wavelet_complexity,0.3219422593704673,53.407793089291346
lempel_ziv,0.30305864707228825,50.27514420880065
microstate_var,0.2702339508507241,44.82977463399496
spectral_edge,0.25934069812267113,43.02266615153961
ratio_beta_alpha,0.25840991574072536,42.86825637332869
psd_gamma_high,0.23791661192433633,39.468571808519144
energy_ratio,0.2371885679453758,39.34779480252974
ind_alpha_power,0.2329476690116552,38.64426164969779
ptp,0.23262574805063707,38.590857389844544
hjorth_activity,0.2324289701672968,38.55821342288433
variance,0.2324289701672968,38.55821342288433
std,0.23157341841413492,38.41628383868063
sample_entropy,0.22921311096556662,38.02472663184874
ratio_theta_alpha,0.2223357303694531,36.88382105271857
hjorth_complexity,0.2187872219530922,36.29515026545628
median,0.21274937417552398,35.2935168500744
energy,0.19983048123527425,33.15036993160292
signal_coherence,0.19794964216833932,32.838352913652116
phase_locking_value,0.1909132911997169,31.671075348505305
psd_delta,0.19055860351916198,31.61223533697206
kurtosis,0.1723432510803664,28.590445727860082
alpha_peak_freq,0.16433063789037305,27.261213622101465
psd_beta,0.16401494538260497,27.208842615674143
rel_alpha,0.14500625725177718,24.05544459773364
psd_alpha,0.13459716061829852,22.328653960386625
dyn_conn_variance,0.12792332328976963,21.221514674445597
psd_theta,0.1182124182089761,19.610548750683602
total_power,0.07279359429552512,12.075908363081643
